Hanja,mean,sound,meanFiveElements,soundFiveElements
淖,"진흙, 진흙 , 진창 , 젖다 좋지않은 의미 문자 ",뇨,수,화
劾,"꾸짖을, 캐묻다, 신문 조서, 노력하다 좋지않은 의미 문자 ",핵,수,토목
袒,"웃옷벗을, 웃통을 벗다 , 소매를 걷어 올리다 , 어깨를 드러내다 좋지않은 의미 문자 ",단,목,화
惕,"두려워할, 두려워하다 , 근심하다, 삼가다 좋지않은 의미 문자 ",척,화,금목
捩,"비틀, 비틀다 , 꼬다 , 꺾다, 거스르다 좋지않은 의미 문자 ",열,목,토화
氈,"모전(솜털 직물), 모전 , 담요 , 융단 좋지않은 의미 문자 ",전,목,금화
汰,"씻을, (물에)일다, 지나다, 씻다, 사치하다, 흐리다, 미끄러지다 좋지않은 의미 문자 ",태,수,화
奪,"빼앗을, 빼앗다, 빼앗기다, 좁은 길 좋지않은 의미 문자 ",탈,목,화
蜴,"도마뱀, 도마뱀 , 속이다 , 기만하다 좋지않은 의미 문자 ",척,수,금목
譌,"잘못될, 그릇되다, 거짓되다 , 속이다 , 이상야릇하다 , 감화하다, 움직이다 좋지않은 의미 문자 ",와,금,토
詼,"조롱할, 조롱하다 , 비웃다 , 기롱하다 , 농락하다 , 농지 좋지않은 의미 문자 ",회,금,토
忉,"근심할, 걱정하다 좋지않은 의미 문자 ",도,화,화
偢,"인정 없을, 인정 없다 , 걱정하다 , 돌보다 좋지않은 의미 문자 ",초,화,금
屐,"나막신, 나막신 좋지않은 의미 문자 ",극,수,목
襴,"내리닫이, 내리닫이(어린아이의 옷) 좋지않은 의미 문자 ",란,목,화
穢,"더러울, 더럽다 , 거칠다 , 더러워지다 , 더럽히다 , 잡초 좋지않은 의미 문자 ",예,목,토
閑,"막을, 한가하다, 틈, 등한히 하다 좋지않은 의미 문자 ",한,목,토화
唳,"울(울다), 울다 , 새가 울다 , 새 소리 좋지않은 의미 문자 ",려,수,화
炸,"터질,폭발할, 터지다, 폭발하다 좋지않은 의미 문자 ",작,화,금목
變,"변할, 변하다, 움직이다, 고치다, 변화, 변고, 재앙, 상사(사람의 죽음), 꾀 좋지않은 의미 문자 ",변,금,수화
駒,"망아지, 망아지, 말 좋지않은 의미 문자 ",구,화,목
魃,"가물, 가물귀신(가뭄을 맡은 신), 가뭄 좋지않은 의미 문자 ",발,화,수화
惏,"탐할, 탐하다 , 차갑다 , 떨리다 좋지않은 의미 문자 ",람,화,화수
粦,"도깨비불,반디불, 도깨비불, 반딧불, 빛이 번쩍이다 좋지않은 의미 문자 ",린,목,화
鞹,"무두질한 가죽,생가죽, 무두질한 가죽 , 생가죽, 털을 제거한 가죽 , 싸다 좋지않은 의미 문자 ",곽,금,목
鉥,"돛바늘, 돗바늘 , 찌르다 , 인도하다 , 이끌다 좋지않은 의미 문자 ",술,금,금화
昏,"저물,어두울, 어둡다, 날이 저물다, 일찍 죽다, 어지럽다 좋지않은 의미 문자 ",혼,화,토화
玁,"오랑캐 이름, 오랑캐 이름 , 부리 긴 개 좋지않은 의미 문자 ",험,토,토수
楫,"노, 노(를 젓다) 좋지않은 의미 문자 ",즙,목,금수
痕,"흔적, 흉터, 자취 좋지않은 의미 문자 ",흔,수,토화
枙,"옹이,멍에, 옹이 , 멍에 좋지않은 의미 문자 ",와,목,토
楯,"난간, 난간 , 방패 , 잡아 뽑다 , 빼내다 , 책상 좋지않은 의미 문자 ",순,목,금화
黜,"내칠, 물리치다, 떨어뜨리다 좋지않은 의미 문자 ",출,수,금화
病,"병, 병(심해지다), 근심(하다), 앓다, 괴롭히다, 괴로워하다, 원망하다, 피로하다, 헐뜯다, 욕보이다 좋지않은 의미 문자 ",병,수,수토
癆,"중독, 중독 , 약물에 중독되어 아픔 , 아픔 , 노점 좋지않은 의미 문자 ",로,수,화
嗽,"기침할, 기침하다 , 양치질하다 , 기침 , 빨아들이다 , 핥다 , 마시다 좋지않은 의미 문자 ",수,수,금
背,"등, 등, 뒤, 집의 북쪽, 등지다, 죽다 좋지않은 의미 문자 ",배,수,수
痒,"가려울, 가렵다 , 근지럽다 , 넓다 , 종기 좋지않은 의미 문자 ",양,수,토
嬾,"게으를, 게으르다 , 태만하다, 엎드리다 , 눕다 좋지않은 의미 문자 ",난,토,화
靈,"신령, 신령, 신령하다, 영혼, 정성, 존엄, 행복 좋지않은 의미 문자 ",령,수,화토
喋,"재재거릴,수다스런, 재재거리다, 밟다 , 흐르다 ,마시다 , 피가 흘러내리는 모양 좋지않은 의미 문자 ",첩,수,금수
跖,"밟을,도달할, 밟다 , 이르다 , 가다 , 발바닥 , 다리 좋지않은 의미 문자 ",척,토,금목
惆,"실심할(근심할), 실심하다 , 섭섭하다 좋지않은 의미 문자 ",추,화,금
訟,"송사할, 송사하다, 송사, 다투다, 자책하다, 드러내다, 괘 이름 좋지않은 의미 문자 ",송,금,금토
殲,"다 죽일, 다 죽이다 , 다하다 , 없애다 , 멸하다 , 섬멸하다 좋지않은 의미 문자 ",섬,수,금수
捨,"버릴, 버리다 , 포기하다, 폐하다 , 내버려 두다 좋지않은 의미 문자 ",사,목,금
惱,"번뇌할, 괴로워하다, 괴로움 좋지않은 의미 문자 ",뇌,화,화
矞,"송곳질할, 송곳질하다, 놀라서 허둥지둥하다, 꽃구름, 사물의 모양 좋지않은 의미 문자 ",율,금,토화
卒,"군사,마칠, 군사, 하인, 무리, 마을(300호), 나라, 갑자기, 마치다, 죽다, 마침내 좋지않은 의미 문자 ",졸,금,금화
膾,"회, 회(잘게 저민 날고기), 회를 치다 좋지않은 의미 문자 ",회,수,토
絰,"질(상복착용시 쓰는 물건), 질 좋지않은 의미 문자 ",질,목,금화
獷,"사나울, 사납다 , 추악하다 , 사나운 개 , 족제비 좋지않은 의미 문자 ",광,토,목토
癤,"부스럼, 부스럼 좋지않은 의미 문자 ",절,수,금화
鑱,"침,바늘, 침 , 보습 , 약솥 좋지않은 의미 문자 ",참,금,금수
泆,"음탕할, 음탕하다 , 넘치다 좋지않은 의미 문자 ",일,수,토화
媢,"강샘할(시기할), 강샘하다 , 시새우다 , 노려보다 , 쏘아보다 좋지않은 의미 문자 ",모,토,수
譴,"꾸짖을, 꾸짖다, 허물, 책망 좋지않은 의미 문자 ",견,금,목화
蹜,"종종걸음칠, 종종걸음치다 , 오그라들다 좋지않은 의미 문자 ",축,토,금목
鯆,"돌고래, 돌고래 , 큰 물고기 좋지않은 의미 문자 ",포,수,수
愆,"허물, 허물, 어그러지다, 악질 나쁜 병 좋지않은 의미 문자 ",건,화,목화
闖,"엿볼, 엿보다 , 쑥 내밀다 , 부딪치다 , 충돌하다 좋지않은 의미 문자 ",틈,목,화수
榜,"방목할, 패(문자로 표지삼는 목패), 방을 써붙이다, 노(를 젓다) 좋지않은 의미 문자 ",방,목,수토
趠,"넘을, 넘다, 멀다 ,달리다 , 뛰다 , 빨리 달리다 좋지않은 의미 문자 ",초,화,금
吁,"탄식할, 탄식하다 , 근심하다 , 내불다 좋지않은 의미 문자 ",우,수,토
淪,"빠질, 빠지다, 망하다, 잠기다 , 스며들다, 이끌다 , 물놀이 좋지않은 의미 문자 ",윤,수,토화
驒,"연전총, 연전총(둥근 무늬가 박힌 말) 좋지않은 의미 문자 ",탄,화,화
蝎,"전갈, 나무굼벵이), 수궁(파충류), 전갈 좋지않은 의미 문자 ",갈,목,목화
嘸,"분명하지 않을, 분명하지 않다 , 똑똑하지 않은 모양 좋지않은 의미 문자 ",무,수,수
匽,"눕힐, 눕히다 , 쉬다, 넘어지다 , 도랑 , 둑 좋지않은 의미 문자 ",언,수,토화
拉,"끌, 꺾다, 끌다, 데려가다, 끌어가다 좋지않은 의미 문자 ",랍,목,화수
讓,"사양할, 사양하다 , 양보하다 , 겸손하다 , 넘겨주다 좋지않은 의미 문자 ",양,금,토
獄,"감옥, 옥, 송사 , 판결 , 죄 좋지않은 의미 문자 ",옥,토,토목
滯,"먹힐, 막히다, 쌓이다, 남다, 엉기다, 머무르다 좋지않은 의미 문자 ",체,수,금
菫,"진흙, 제비꽃, 바곳 좋지않은 의미 문자 ",근,목,목화
怪,"괴이할, 기이하다, 의심하다, 의심스럽다, 도깨비, 요괴 좋지않은 의미 문자 ",괴,화,목
蹇,"절뚝발, 절뚝발, 굼뜨다, 고생하다, 괘이름(艮下坎上), 뽑다 좋지않은 의미 문자 ",건,토,목화
劣,"용렬할, 못하다,졸렬하다, 힘이 모자라다 좋지않은 의미 문자 ",렬,토,화
伀,"허겁지겁할, 허겁지겁하다 , 두려워하다 , 대중, 여러 좋지않은 의미 문자 ",종,화,금토
呫,"소곤거릴, 소곤거리다 , 지껄이다 , 좀스럽다 , 맛보다 , 작은 모양, 소곤거리다 좋지않은 의미 문자 ",첩,수,금수
疹,"마마, 홍역, 앓다 좋지않은 의미 문자 ",진,수,금화
簉,"버금 자리,부관, 버금 자리, 부거 , 첩 , 섞다 좋지않은 의미 문자 ",추,목,금
放,"놓을, 내치다, 추방하다, 놓다, 석방하다 좋지않은 의미 문자 ",방,금,수토
績,"길쌈할, 길쌈하다, (실을) 잣다, 공(이룬 업적) 좋지않은 의미 문자 ",적,목,금목
壟,"밭두둑, 밭두둑, 무덤, 언덕 좋지않은 의미 문자 ",롱,토,화토
羶,"누린내, 누린내 , 누린 고기 , 누린내 나다 , 더럽다 , 우러러보다 , 본받다 좋지않은 의미 문자 ",전,토,금화
鼇,"자라, 자라, 바다거북, 가재, 꽃게 좋지않은 의미 문자 ",오,수,토
脂,"기름, 기름(기), 비계, (나무에서 나오는) 진, 기름을 바르다, 연지 좋지않은 의미 문자 ",지,수,금
僦,"품삯, 품삯 , 세내다 , 빌리다 , 보내다 , 모이다 좋지않은 의미 문자 ",추,화,금
癘,"창병(염병,장티푸스), 창병 , 염병 좋지않은 의미 문자 ",려,수,화
懟,"원망할, 원망하다, 고민하다, 위배되다 좋지않은 의미 문자 ",대,화,화
狺,"으르렁거릴, 으르렁거리다 , 개가 다투다 , 개가 짖는 소리 좋지않은 의미 문자 ",은,토,토화
圾,"위태할, 위태하다 , 위태롭다 좋지않은 의미 문자 ",급,토,목수
絶,"끊을, 끊다, 끊어지다, 건너다, 지나다, 뛰어나다, 떨어지다, 결코, 심히, 절구(시의 한 체) 좋지않은 의미 문자 ",절,목,금화
澣,"씻을, 빨다, 씻다, 열흘 좋지않은 의미 문자 ",한,수,토화
蛻,"허물, 허물 , 허물 벗다 , 벗어버리다 , 신선이 되는 일 , 허물 , 허물 벗 좋지않은 의미 문자 ",세,수,금
巫,"무당, 무당 좋지않은 의미 문자 ",무,화,수
蒂,"꼭지(꽃받침), 꼭지 , 꽃받침 , 성의 하나 , 밑 , 가시 좋지않은 의미 문자 ",체,목,금
劣,"용렬할, 못하다,졸렬하다, 힘이 모자라다 좋지않은 의미 문자 ",열,토,토화
罝,"그물, 그물 좋지않은 의미 문자 ",저,목,금
劗,"깎을,자를, 깎다 , 모이다 , 나아가지 아니하다 , 머뭇거리다 좋지않은 의미 문자 ",찬,금,금화
傋,"어리석을, 어리석다 , 아첨하지 않다 , 무지몽매하다 좋지않은 의미 문자 ",강,화,목토
溷,"어지러울, 어지럽다 , 흐리다 , 더럽다 , 뒷간 , 울다 좋지않은 의미 문자 ",혼,수,토화
姥,"할머니, 할머니 , 늙은 여자, 늙은 어머니 , 아내 좋지않은 의미 문자 ",모,토,수
鼈,"자라, 자라 좋지않은 의미 문자 ",별,토,수화
溘,"갑자기, 갑자기 , 문득 좋지않은 의미 문자 ",합,수,토수
戱,"회롱, 희롱하다, 놀이하다, 놀다, 놀이 좋지않은 의미 문자 ",희,금,토
盞,"잔,술잔, 작은 술잔 좋지않은 의미 문자 ",잔,금,금화
詰,"물을,꾸짖을, 묻다, 꾸짖다, 다스리다, 경계하다 좋지않은 의미 문자 ",힐,금,토화
殮,"염할, 염하다, 염습하다 불용문자좋지않은 의미 문자 ",렴,수,화수
躐,"밟을, 밟다 , 디디다 , 넘다 , 뛰어넘다 , 쥐다 좋지않은 의미 문자 ",렵,토,화수
籜,"대껍질, 대껍질 , 풀 이름 좋지않은 의미 문자 ",탁,목,화목
扑,"칠, 치다, 두드리다 , 구타하다, 찌르다 , 때려 눕히다 , 엎드러지다 좋지않은 의미 문자 ",복,목,수목
脯,"포, 포(얇게 저미어서 말린 고기) 좋지않은 의미 문자 ",포,수,수
攀,"더위잡을, 더위잡다, 무엇을 붙잡고 오르다, 매달리다, 달라붙다, 의지하다 좋지않은 의미 문자 ",반,목,수화
泯,"빠질, 망하다, 멸망하다, 뒤섞이다, 혼합되다 좋지않은 의미 문자 ",민,수,수화
坍,"무너질, 무너지다, 물이 언덕을 치다 좋지않은 의미 문자 ",담,토,화수
呆,"어리석을, 어리석다 , 미련하다 , 어리둥절하다 , 어리석다 , 미련하다 좋지않은 의미 문자 ",매,수,수
損,"덜, 덜다, 잃다, 낮추다, 상하다, 괘의 하나 좋지않은 의미 문자 ",손,목,금화
婣,"혼인,시집갈, 혼인 , 장인 , 시아버지 , 인척 , 인연 , 혼인하다 좋지않은 의미 문자 ",인,토,토화
茜,"꼭두서니(풀이름), 꼭두서니, 빨강 좋지않은 의미 문자 ",천,목,금화
竅,"구멍, 구멍 좋지않은 의미 문자 ",규,수,목
夐,"멀, 멀다 , 아득하다 좋지않은 의미 문자 ",형,화,토
差,"어긋날,다를, 어긋나다, 틀리다, 틀림, 사신가다(보내다), (병이) 낫다, 차이, 들쑥날쑥하다, 조금 좋지않은 의미 문자 ",차,화,금
粕,"지게미(술찌꺼기), 지게미 좋지않은 의미 문자 ",박,목,수목
歎,"탄식할, 한숨을 쉬다, 칭찬하다, 한숨, 탄식 좋지않은 의미 문자 ",탄,금,화
偪,"핍박할, 핍박하다 , 접근하다 좋지않은 의미 문자 ",핍,화,수
牢,"우리,감옥, 우리, 둘러싸다, 속에 넣다, 감옥 좋지않은 의미 문자 ",뢰,토,화
歉,"흉년 들, 흉년 들다 , 채우지 못하다 , 양에 차지 않다 좋지않은 의미 문자 ",겸,화,목수
穿,"뚫을, 뚫다, 뚫리다, 개통하다, 구멍, 꿰둟다 좋지않은 의미 문자 ",천,수,금화
懶,"게으를, 게으르다, 눕다, 나른하다 좋지않은 의미 문자 ",나,화,화
禊,"계제사(물가에서 제사), 계제사(물가에서 지내는 제사) 좋지않은 의미 문자 ",계,목,목
迢,"멀, 멀다 , 높다 , 먼 모양 , 높은 모양 좋지않은 의미 문자 ",초,토,금
剪,"자를, 가위(로 베다) 좋지않은 의미 문자 ",전,금,금화
鼊,"거북, 거북 좋지않은 의미 문자 ",벽,토,수목
夢,"꿈, 꿈, 꿈꾸다, 혼미하다, 흐리멍덩하다 좋지않은 의미 문자 ",몽,목,수토
塹,"구덩이, 해자(성을 두른 못), (해자 구덩이를) 파다 좋지않은 의미 문자 ",참,토,금수
駞,"곱사등이, 곱사등이 , 약대 좋지않은 의미 문자 ",타,화,화
板,"널, 널빤지, 판목 좋지않은 의미 문자 ",판,목,수화
罔,"없을, 그물(질하다), 엮다, 얽다, 넘보다, 속이다, 어둡다, 멍하다, 근심하다 좋지않은 의미 문자 ",망,목,수토
痛,"아플, 아프다, 아파하다, 슬퍼하다, 원망하다, 몹시, 힘껏 좋지않은 의미 문자 ",통,수,화토
蟋,"귀뚜라미, 귀뚜라미 좋지않은 의미 문자 ",실,수,금화
咀,"씹을, 씹다, 방자하다 좋지않은 의미 문자 ",저,수,금
離,"떠날, 떠나다, 떼어놓다, 떨어지다, 갈라지다, 흩어지다, 분산하다, 가르다 좋지않은 의미 문자 ",리,화,화
沕,"아득할, 아득하다, 숨(기)다 좋지않은 의미 문자 ",물,수,수화
遙,"멀, 멀다 , 아득하다 , 거닐다 , 떠돌다, 흔들거리다 , 멀리 , 흔들거리는 모양 좋지않은 의미 문자 ",요,토,토
縗,"상복 이름, 상복 이름 , 상복 , 깃옷 좋지않은 의미 문자 ",최,목,금
悼,"슬퍼할, 아파하다,두려워하다 좋지않은 의미 문자 ",도,화,화
碑,"비석, 비석, 석주 좋지않은 의미 문자 ",비,금,수
杪,"나무 끝, 나무 끝 , 가는 가지 좋지않은 의미 문자 ",초,목,금
獠,"밤사냥,흉악한, 밤 사냥 , 사냥 , 흉악한 , 오랑캐 이름 좋지않은 의미 문자 ",요,토,토
鬧,"시끄러울, 시끄럽다, 흐트러지다, 성하다, 논쟁 좋지않은 의미 문자 ",뇨,금,화
匕,"비수, 비수, 숟가락, 화살촉 좋지않은 의미 문자 ",비,금,수
焄,"향내, 김을 쐬다, 김이 오르다, 냄새(향취) 좋지않은 의미 문자 ",훈,화,토화
骼,"뼈, 뼈, 금수의 뼈 , 넓적다리뼈 좋지않은 의미 문자 ",격,금,목
癢,"가려울, 가렵다 , 근지럽다 , 넓다 , 종기 , 병 좋지않은 의미 문자 ",양,수,토
詗,"염탐할, 염탐하다 , 깨닫다 , 구하다 좋지않은 의미 문자 ",형,금,토
禰,"아버지 사당(신주), 아버지 사당 , 신주(죽은 사람의 위패) 좋지않은 의미 문자 ",이,목,토
焦,"그을릴, 그을리다, 그을다, 타다, 태우다 좋지않은 의미 문자 ",초,화,금
喑,"벙어리, 벙어리 , 입 다물다 , 목이 쉬도록 울다 , 외치다 좋지않은 의미 문자 ",음,수,토수
剽,"겁박할, 표독하다, 겁박하다(협박), 빠르다, 끝 좋지않은 의미 문자 ",표,금,수
曠,"빌,밝을, 비다, 공허하다, 밝다, 비우다, 헛되이 지내다, 넓다, 멀다 좋지않은 의미 문자 ",광,화,목토
拏,"붙잡을, 붙잡다, 맞당기다, 체포하다 좋지않은 의미 문자 ",나,목,화
頹,"무너질, 기울어지다, 쇠하다, 사나운 바람, 무너지다, 좇다 좋지않은 의미 문자 ",퇴,화,화
裸,"벗을, 벌거숭이, 벌거벗다 좋지않은 의미 문자 ",나,목,화
鶹,"올빼미, 올빼미 , 수리부엉이 , 송골매, 산비둘기 좋지않은 의미 문자 ",류,화,화
蟇,"두꺼비, 두꺼비 좋지않은 의미 문자 ",마,수,수
猓,"긴꼬리원숭이, 긴꼬리원숭이 , 오랑캐 이름 좋지않은 의미 문자 ",과,토,목
霈,"비 쏟아질, 비가 쏟아지다 , 젖다 , 큰비 좋지않은 의미 문자 ",패,수,수
坼,"터질, 터지다, 갈라지다, 싹트다, (갈라진) 금 좋지않은 의미 문자 ",탁,토,화목
鬍,"되,오랑캐이름,수염, 되(부피의 단위) , 오랑캐 이름 , 수염, 턱밑살 좋지않은 의미 문자 ",호,화,토
鞭,"채찍, 채찍, 채찍질하다 좋지않은 의미 문자 ",편,금,수화
饐,"쉴,맛이변할, 쉬다 , 쉬다 , 목메다 좋지않은 의미 문자 ",의,수,토
隔,"막힐, 막다, 사이가 뜨다, 막이, 이미 이왕에 좋지않은 의미 문자 ",격,토,목
欄,"난간, 난간, 마굿간 좋지않은 의미 문자 ",란,목,화
鰌,"미꾸라지, 미꾸라지, 능가하다 좋지않은 의미 문자 ",추,수,금
